0.0127 	-157.56 	0 	0 	0 	-3.95401e-05 	-3.96574 	0 	2.60059e-05 	0 	1.35342e-05
0.0127265 	-157.56 	5.49715 	-4.22248e-05 	0 	-0.000135554 	-4.60169 	0 	0.00013502 	0 	5.34008e-07
0.0127586 	-157.56 	9.87552 	-0.000165574 	0 	-0.000299331 	-3.66403 	0 	0.000302934 	0 	-3.60319e-06
0.0127974 	-157.56 	13.7736 	-0.000385185 	0 	-0.000653621 	-4.0295 	0 	0.000654759 	0 	-1.13797e-06
0.0128443 	-157.561 	16.6538 	-0.000703277 	0 	-0.00122195 	-4.09335 	0 	0.00121875 	0 	3.20746e-06
0.0129011 	-157.562 	18.8796 	-0.00113675 	0 	-0.00199896 	-4.04517 	0 	0.00199451 	0 	4.44703e-06
0.0129698 	-157.562 	20.7348 	-0.0017092 	0 	-0.00298892 	-3.99815 	0 	0.00298588 	0 	3.04026e-06
0.0130528 	-157.563 	22.3646 	-0.00244525 	0 	-0.00421012 	-3.96292 	0 	0.00420799 	0 	2.12325e-06
0.0131533 	-157.565 	23.8451 	-0.0033733 	0 	-0.00569034 	-3.935 	0 	0.00568806 	0 	2.27514e-06
0.0132749 	-157.566 	25.2201 	-0.00452662 	0 	-0.00745911 	-3.91047 	0 	0.00745618 	0 	2.92321e-06
0.013422 	-157.567 	26.5175 	-0.00594322 	0 	-0.00954358 	-3.88709 	0 	0.0095399 	0 	3.67997e-06
0.0136 	-157.569 	27.7563 	-0.00766578 	0 	-0.0119675 	-3.86353 	0 	0.0119631 	0 	4.41046e-06
0.0138152 	-157.57 	28.9504 	-0.00974194 	0 	-0.0147514 	-3.83882 	0 	0.0147464 	0 	5.03141e-06
0.0140756 	-157.57 	30.1104 	-0.0122249 	0 	-0.0179133 	-3.81204 	0 	0.0179079 	0 	5.40077e-06
0.0143906 	-157.57 	31.2447 	-0.0151747 	0 	-0.0214698 	-3.78215 	0 	0.0214645 	0 	5.31222e-06
0.0147717 	-157.567 	32.3601 	-0.0186592 	0 	-0.0254378 	-3.7479 	0 	0.0254333 	0 	4.54141e-06
0.0152327 	-157.562 	33.4621 	-0.0227566 	0 	-0.0298362 	-3.70778 	0 	0.0298333 	0 	2.88532e-06
0.0157904 	-157.551 	34.5553 	-0.027558 	0 	-0.0346877 	-3.66002 	0 	0.0346875 	0 	2.00541e-07
0.0164651 	-157.534 	35.6432 	-0.0331702 	0 	-0.0400204 	-3.60255 	0 	0.0400239 	0 	-3.56619e-06
0.0172812 	-157.505 	36.7285 	-0.0397197 	0 	-0.0458688 	-3.53312 	0 	0.0458772 	0 	-8.37254e-06
0.0182685 	-157.461 	37.8126 	-0.0473566 	0 	-0.0522722 	-3.44945 	0 	0.0522862 	0 	-1.40533e-05
0.0194629 	-157.392 	38.8956 	-0.0562591 	0 	-0.0592618 	-3.34947 	0 	0.059282 	0 	-2.01734e-05
0.0209078 	-157.289 	39.9767 	-0.0666357 	0 	-0.0668184 	-3.23167 	0 	0.0668442 	0 	-2.57251e-05
0.0226557 	-157.135 	41.0544 	-0.0787207 	0 	-0.0747694 	-3.0954 	0 	0.0747984 	0 	-2.89658e-05
0.0247702 	-156.908 	42.1279 	-0.0927528 	0 	-0.0825986 	-2.94063 	0 	0.0826261 	0 	-2.74974e-05
0.0273281 	-156.578 	43.198 	-0.108919 	0 	-0.0891776 	-2.76687 	0 	0.0891963 	0 	-1.87497e-05
0.0304226 	-156.103 	44.2686 	-0.127235 	0 	-0.0925343 	-2.57005 	0 	0.0925335 	0 	7.85667e-07
0.034166 	-155.428 	45.3445 	-0.147325 	0 	-0.0899986 	-2.33663 	0 	0.0899802 	0 	1.83279e-05
0.0386945 	-154.485 	46.4191 	-0.168056 	0 	-0.0789648 	-2.03615 	0 	0.0788999 	0 	6.49501e-05
0.0441728 	-153.201 	47.4387 	-0.186817 	0 	-0.0578094 	-1.62546 	0 	0.0576979 	0 	0.000111442
0.0508 	-151.597 	48.2243 	-0.198752 	0 	-0.0268014 	-1.097 	0 	0.0268589 	0 	-5.75409e-05
0.05715 	-149.926 	48.6141 	-0.200946 	0 	0.0117349 	-0.488054 	0 	-0.0114968 	0 	-0.000238067
0.0635 	-148.31 	48.6971 	-0.195927 	0 	0.0457446 	0.197438 	0 	-0.0457962 	0 	5.15836e-05
0.06985 	-146.772 	48.5384 	-0.185795 	0 	0.0617593 	0.82287 	0 	-0.0619535 	0 	0.000194133
0.0762 	-145.342 	48.0606 	-0.17066 	0 	0.065997 	1.33712 	0 	-0.0660148 	0 	1.7791e-05
0.0826262 	-144.108 	47.2103 	-0.152044 	0 	0.067904 	1.80505 	0 	-0.0678993 	0 	-4.74799e-06
0.0879721 	-143.189 	46.1616 	-0.133755 	0 	0.069417 	2.17556 	0 	-0.0694388 	0 	2.17586e-05
0.0924193 	-142.544 	45.078 	-0.117158 	0 	0.0701484 	2.4445 	0 	-0.0701996 	0 	5.11909e-05
0.0961189 	-142.096 	44.005 	-0.102219 	0 	0.0694966 	2.6498 	0 	-0.0695592 	0 	6.26418e-05
0.0991966 	-141.787 	42.9456 	-0.0887558 	0 	0.0673641 	2.82135 	0 	-0.0674346 	0 	7.0565e-05
0.101757 	-141.575 	41.8927 	-0.0766506 	0 	0.063956 	2.97411 	0 	-0.0640202 	0 	6.42006e-05
